<strong>Title</strong>,<strong>City Published</strong>,<strong>Country</strong>,<strong>Publisher</strong>,<strong>Date</strong>,<strong>Translation</strong>,<strong>Country Context</strong>,Transcr.,Translator,Digitised,Notes
Oeuvres de Monsieur de Montesquieu,Paris,France,Nourse [Huart],1767,French,France,,,"Tome 2 <a target=""_blank"" rel=""noopener noreferrer"" href=""https://archive.org/details/uvresdemonsieur00conggoog"">Internet Archive</a>",
Oeuvres de Monsieur de Montesquieu,London,England,S.N.,1767,French,France,,,"Vol. 1. <a target=""_blank"" rel=""noopener noreferrer"" href=""https://archive.org/details/bim_eighteenth-century_works-oeuvres-de-mons_montesquieu-charles-de-_1767_1"">Internet Archive</a></a><br>Vol. 2. <a target=""_blank"" rel=""noopener noreferrer"" href=""https://archive.org/details/bim_eighteenth-century_works-oeuvres-de-mons_montesquieu-charles-de-_1767_2"">Internet Archive</a>",
The Spirit of the Laws,Edinburgh,Scotland,Donaldson,1768,English,Great Britain,,,"Vol. 1. <a target=""_blank"" rel=""noopener noreferrer"" href=""https://archive.org/details/bim_eighteenth-century_the-spirit-of-laws-tran_montesquieu-charles-de-_1768_1""> Internet Archive</a><br>Vol. 2.<a target=""_blank"" rel=""noopener noreferrer"" href=""https://archive.org/details/bim_eighteenth-century_the-spirit-of-laws-tran_montesquieu-charles-de-_1768_2""> Internet Archive</a>",
De l'esprit des lois,London,England,S.N.,1768,French,Great Britain,,,"Tome 1. <a target=""_blank"" rel=""noopener noreferrer"" href=""https://archive.org/details/bim_eighteenth-century_de-lesprit-des-lois-no_secondat-charles-louis-_1768_1"">Internet Archive</a><br>Tome 2. <a target=""_blank"" rel=""noopener noreferrer"" href=""https://archive.org/details/bim_eighteenth-century_de-lesprit-des-lois-no_secondat-charles-louis-_1768_2"">Internet Archive</a><br>Tome 3. <a target=""_blank"" rel=""noopener noreferrer"" href=""https://archive.org/details/bim_eighteenth-century_de-lesprit-des-lois-no_secondat-charles-louis-_1768_3"">Internet Archive</a><br>Tome 4. <a target=""_blank"" rel=""noopener noreferrer"" href=""https://archive.org/details/bim_eighteenth-century_de-lesprit-des-lois-no_secondat-charles-louis-_1768_4"">Internet Archive</a>",
Oeuvres de Monsieur de Montesquieu,Amsterdam,United Provinces,Arkstee et Merkus,1769,French,United Provinces,,,"Vol. 1.<a target=""_blank"" rel=""noopener noreferrer"" href=""https://archive.org/details/oeuvresdemonsieu01mont"">Internet Archive</a></br>Vol. 3. <a target=""_blank"" rel=""noopener noreferrer"" href=""https://archive.org/details/oeuvresdemonsie03mont"">Internet Archive</a>",
Oeuvres de Monsieur de Montesquieu,Leipzig,German States,Arkstee et Merkus,1769,French,German States,,,"Vol. 1.<a target=""_blank"" rel=""noopener noreferrer"" href=""https://archive.org/details/oeuvresdemonsieu01mont"">Internet Archive</a></br>Vol. 3. <a target=""_blank"" rel=""noopener noreferrer"" href=""https://archive.org/details/oeuvresdemonsie03mont"">Internet Archive</a>",
Oeuvres de Monsieur de Montesquieu,London [Paris],England [Paris],Nourse [Le Clerc],1769,French,Great Britain,,,"Vol. 1. <a target=""_blank"" rel=""noopener noreferrer"" href=""https://archive.org/details/delespritdesloi07montgoog"">Internet Archive</a><br>Vol. 2. <a target=""_blank"" rel=""noopener noreferrer"" href=""https://archive.org/details/delespritdesloi05montgoog"">Internet Archive</a><br>Vol. 4. <a target=""_blank"" rel=""noopener noreferrer"" href=""https://archive.org/details/delespritdesloi06montgoog"">Internet Archive</a>","v.2-3 have imprint Amsterdam, 1784"
The Spirit of the Laws,Berwick-upon-Tweed,England,Taylor,1770,English,Great Britain,,,"Vol. 1. <a target=""_blank"" rel=""noopener noreferrer"" href=""https://archive.org/details/bim_eighteenth-century_the-spirit-of-laws-tran_montesquieu-charles-de-_1770_1"">Internet Archive</a><br>Vol. 2. <a target=""_blank"" rel=""noopener noreferrer"" href=""https://archive.org/details/bim_eighteenth-century_the-spirit-of-laws-tran_montesquieu-charles-de-_1770_2"">Internet Archive</a><br>Vol. 3. <a target=""_blank"" rel=""noopener noreferrer"" href=""https://archive.org/details/bim_eighteenth-century_the-spirit-of-laws-tran_montesquieu-charles-de-_1770_3""> Internet Archive</a>",
Om lovenes natur og aarsag,Copenhagen,Denmark-Norway,Svare og Skindergaden,1770,Danish,Denmark-Norway,,,,
De l'esprit des lois,Amsterdam,United Provinces,Grasset,1770,French,United Provinces,,,,
De l'esprit des lois,Lausanne,Switzerland,Grasset,1770,French,Swiss States and Associates,,,,
De aart der wetten,Amsterdam,United Provinces,Kok,1771,Dutch,United Provinces,,,,
Oeuvres de Monsieur de Montesquieu,Geneva,Geneva City State,Cailler,1771,French,Swiss States and Associates,,,,
The Spirit of the Laws,Edinburgh,Scotland,Donaldson,1772,English,Great Britain,,,"Vol. 1. <a target=""_blank"" rel=""noopener noreferrer"" href=""https://archive.org/details/bim_eighteenth-century_the-spirit-of-laws-tran_montesquieu-charles-de-_1772_1"">Internet Archive</a><br>Vol. 2. <a target=""_blank"" rel=""noopener noreferrer"" href=""https://archive.org/details/bim_eighteenth-century_the-spirit-of-laws-tran_montesquieu-charles-de-_1772_2"">Internet Archive</a>",
Oeuvres de Monsieur de Montesquieu,Liège,Austrian Netherlands,Nourse [Bassompierre],1772,French,Austrian Netherlands,,,,
The Spirit of the Laws,London,England,"Crowder, Ware, and Payne",1773,English,Great Britain,Y,,"<a target=""_blank"" rel=""noopener noreferrer"" href=""https://link.gale.com/apps/doc/CW0124242768/ECCO?u=franche&sid=bookmark-ECCO&xid=2d3ff4f2&pg=327"">Gale digitised edition</a>",
The Spirit of the Laws,Edinburgh,Scotland,Kincaid and Creech,1773,English,Great Britain,,,,
The Spirit of the Laws,London,England,Nourse and Vaillant,1773,English,Great Britain,,"<a target=""_blank"" rel=""noopener noreferrer"" href=""https://en.wikipedia.org/wiki/Thomas_Nugent_(travel_writer)"">Thomas Nugent (1700–1772)</a>","Vol. 1. <a target=""_blank"" rel=""noopener noreferrer"" href=""https://books.google.fr/books/about/The_Spirit_of_Laws.html?id=eZIIAAAAQAAJ&#038;redir_esc=y"">Internet Archive</a><br>Vol. 1. <a target=""_blank"" rel=""noopener noreferrer"" href=""https://archive.org/details/bim_eighteenth-century_the-spirit-of-laws-tran_montesquieu-charles-de-_1773_1"">Internet Archive</a><br>Vol. 2. <a target=""_blank"" rel=""noopener noreferrer"" href=""https://archive.org/details/bim_eighteenth-century_the-spirit-of-laws-tran_montesquieu-charles-de-_1773_2"">Internet Archive</a>",
Lo spirito delle leggi,Amsterdam,United Provinces,S.N.,1773,Italian,United Provinces,,,,"Potentially the <a target=""_blank"" rel=""noopener noreferrer"" href=""https://www.finarte.it/asta/libri-autografi-e-stampe-roma-2024-07-04/charles-louis-de-secondat-montesquieu-spirito-delle-leggi-con-le-note-dell-abate-antonio-genovesi-124811"">Venetian counterfeit</a> issued with a false place and date of printing ""Amsterdam 1773""."
Oeuvres de Monsieur de Montesquieu,Amsterdam,United Provinces,Arkstee et Merkus,1773,French,United Provinces,,,,
Oeuvres de Monsieur de Montesquieu,Leipzig,German States,Arkstee et Merkus,1773,French,German States,,,,
The Spirit of the Laws,London,England,Clarke,1773,English,Great Britain,,,,
O razumiÍ¡e zakonov,Saint Petersburg,Russia,Imperatorskoi Akademii Nauk,1775,Slovenian,Russia,,,,
Oeuvres de Monsieur de Montesquieu,Amsterdam,United Provinces,S.N.,1775,French,United Provinces,,,,
The Spirit of the Laws,London,England,"Crowder, Ware, and Payne",1777,English,Great Britain,,,,
Lo spirito delle leggi. Ed. Antonio Genovese,Naples,Italian States,Terres,1777,Italian,Italian States,Y,"<a target=""_blank"" rel=""noopener noreferrer"" href=""https://en.wikipedia.org/wiki/Antonio_Genovesi"">Antonio Gennovesi (1712–1769)</a>","<a target=""_blank"" rel=""noopener noreferrer"" href=""https://books.google.de/books?id=5NzDvUAAeFMC&printsec=frontcover&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false"">Google Books</a><br><a target=""_blank"" rel=""noopener noreferrer"" href=""https://archive.org/details/Spirito-delle-leggi-del-signore-di-Montesquieu-con-le-note-dellabate-Antonio-Genov-PHAIDRA_o_164053?"">Internet Archive</a>","<a target=""_blank"" rel=""noopener noreferrer"" href=""https://www.finarte.it/asta/libri-autografi-e-stampe-roma-2024-07-04/charles-louis-de-secondat-montesquieu-spirito-delle-leggi-con-le-note-dell-abate-antonio-genovesi-124811"" title=""Finarte lot: Montesquieu, Spirito delle leggi (Naples, 1777)"">First complete Italian edition</a>, with Antonio Genovesi’s annotated translation from the French, published in Naples by Domenico Terres."
Oeuvres de Monsieur de Montesquieu,Amsterdam,United Provinces,Arkstee et Merkus,1777,French,United Provinces,,,"Vol. 1. <a target=""_blank"" rel=""noopener noreferrer"" href=""https://archive.org/details/oeuvresdemonsi01mont"">Internet Archive</a><br>Vol. 2. <a target=""_blank"" rel=""noopener noreferrer"" href=""https://archive.org/details/oeuvresdemonsi02mont"">Internet Archive</a><br>Vol. 3. <a target=""_blank"" rel=""noopener noreferrer"" href=""https://archive.org/details/oeuvresdemonsieu03mont"">Internet Archive</a><br>Vol. 4. <a target=""_blank"" rel=""noopener noreferrer"" href=""https://archive.org/details/oeuvresdemonsi04mont"">Internet Archive</a>",
Oeuvres de Monsieur de Montesquieu,Leipzig,German States,Arkstee et Merkus,1777,French,German States,,,"Vol. 1. <a target=""_blank"" rel=""noopener noreferrer"" href=""https://archive.org/details/oeuvresdemonsi01mont"">Internet Archive</a><br>Vol. 2. <a target=""_blank"" rel=""noopener noreferrer"" href=""https://archive.org/details/oeuvresdemonsi02mont"">Internet Archive</a><br>Vol. 3. <a target=""_blank"" rel=""noopener noreferrer"" href=""https://archive.org/details/oeuvresdemonsieu03mont"">Internet Archive</a><br>Vol. 4. <a target=""_blank"" rel=""noopener noreferrer"" href=""https://archive.org/details/oeuvresdemonsi04mont"">Internet Archive</a>",
The Complete Works of Monsieur de Montesquieu,London,England,Evans and Davis,1777,English,Great Britain,,,"Vol. 1. <a target=""_blank"" rel=""noopener noreferrer"" href=""https://archive.org/details/bim_eighteenth-century_the-complete-works-of-m_montesquieu-charles-de-_1777_1"">Internet Archive</a><br>Vol. 2. <a target=""_blank"" rel=""noopener noreferrer"" href=""https://archive.org/details/bim_eighteenth-century_the-complete-works-of-m_montesquieu-charles-de-_1777_2"">Internet Archive</a>",
The Complete Works of Monsieur de Montesquieu,Dublin,Ireland,Watson,1777,English,Ireland,,,"Vol. 1. <a target=""_blank"" rel=""noopener noreferrer"" href=""https://archive.org/details/bim_eighteenth-century_the-complete-works-of-m_montesquieu-charles-de-_1777_1_0"">Internet Archive</a><br>Vol. 2. <a target=""_blank"" rel=""noopener noreferrer"" href=""https://archive.org/details/bim_eighteenth-century_the-complete-works-of-m_montesquieu-charles-de-_1777_2_0"">Internet Archive</a><br>Vol. 3. <a target=""_blank"" rel=""noopener noreferrer"" href=""https://archive.org/details/bim_eighteenth-century_the-complete-works-of-m_montesquieu-charles-de-_1777_3_0"">Internet Archive</a><br>Vol. 4. <a target=""_blank"" rel=""noopener noreferrer"" href=""https://archive.org/details/bim_eighteenth-century_the-complete-works-of-m_montesquieu-charles-de-_1777_4_0"">Internet Archive</a>",
De l'esprit des lois,London,England,S.N.,1777,French,Great Britain,,,"Vol. 4. <a target=""_blank"" rel=""noopener noreferrer"" href=""https://archive.org/details/oeuvresdemonsi04mont"">Internet Archive</a>",
De l'esprit des lois,London,England,S.N.,1777,French,Great Britain,,,,
De l'esprit des lois,Geneva,Geneva City State,S.N.,1777,French,Swiss States and Associates,,,,
Duch Czyli Treść Praw Albo,Leipzig,German States,Duch Czyli Treść Praw Albo,1777,Polish,German States,Y,,"<a target=""_blank"" rel=""noopener noreferrer"" href=""http://polona.pl/preview/baa740c2-fbf5-4705-bced-a745a57de4e2"">polona.pl</a>",
Duch Czyli Treść Praw Albo,Dresden,German States,Duch Czyli Treść Praw Albo,1777,Polish,German States,Y,,"<a target=""_blank"" rel=""noopener noreferrer"" href=""http://polona.pl/preview/baa740c2-fbf5-4705-bced-a745a57de4e2"">polona.pl</a>",
The Spirit of the Laws,Edinburgh,Scotland,Donaldson,1778,English,Great Britain,,,"Vol. 1. <a target=""_blank"" rel=""noopener noreferrer"" href=""https://archive.org/details/bim_eighteenth-century_the-spirit-of-laws-tran_montesquieu-charles-de-_1778_1"">Internet Archive</a><br>Vol. 2. <a target=""_blank"" rel=""noopener noreferrer"" href=""https://archive.org/details/bim_eighteenth-century_the-spirit-of-laws-tran_montesquieu-charles-de-_1778_2"">Internet Archive</a>",
Oeuvres de Monsieur de Montesquieu,Amsterdam,United Provinces,Arkstee et Merkus,1781,French,United Provinces,,,,
Des Herrn von Montesquieu sämmtliche Werke,Altenburg,German States,Richter,1782,German,German States,,,,
De geest der wetten,Amsterdam,United Provinces,Holtrop,1783,Dutch,United Provinces,,,,
De l'esprit des lois,Amsterdam,United Provinces,Grasset,1783,French,United Provinces,,,,
De l'esprit des lois,Lausanne,Switzerland,Grasset,1783,French,Swiss States and Associates,,,,
De l'esprit des lois,Amsterdam,United Provinces,S.N.,1784,French,United Provinces,,,,
De l'esprit des lois,Deux-Ponts,German States,Sanson & Compagnie,1784,French,German States,Y,,"<a target=""_blank"" rel=""noopener noreferrer"" href=""https://www.google.de/books/edition/De_l_esprit_des_lois/1FwHAAAAQAAJ?hl=en&gbpv=1"">Google Books</a>",
Oeuvres de Monsieur de Montesquieu,Amsterdam,United Provinces,S.N.,1785,French,United Provinces,,,"Tome 4 <a target=""_blank"" rel=""noopener noreferrer"" href=""https://archive.org/details/uvresdemonsieur17montgoog"">Internet Archive</a>",
Oeuvres De Monsieur de Montesquieu,London,England,S.N.,1787,French,Great Britain,,,"Tome 1 <a target=""_blank"" rel=""noopener noreferrer"" href=""https://archive.org/details/dlibra.bibliotekaelblaska.pl.92988-1_300.47654136"">Internet Archive</a><br>Tome 3 <a target=""_blank"" rel=""noopener noreferrer"" href=""https://archive.org/details/dlibra.bibliotekaelblaska.pl.92988-3_300.45084762"">Internet Archive</a>",
Oeuvres de Monsieur de Montesquieu,Riemst,Austrian Netherlands,S.N. [Cazin],1787,French,Austrian Netherlands,,,,
Oeuvres de Monsieur de Montesquieu,Paris,France,Bastien,1788,French,France,,,"Vol. 2. <a target=""_blank"" rel=""noopener noreferrer"" href=""https://archive.org/details/oeuvresdemontes00bastgoog"">Internet Archive</a>",
Oeuvres de Monsieur de Montesquieu,Amsterdam,United Provinces,S.N.,1790,French,United Provinces,,,,
The Spirit of the Laws,Dublin,Ireland,M'Kenzie and Moore,1791,English,Ireland,,,"Vol. 1. <a target=""_blank"" rel=""noopener noreferrer"" href=""https://archive.org/details/bim_eighteenth-century_the-spirit-of-laws-tran_montesquieu-charles-de-_1792_1"">hInternet Archive</a><br>Vol. 2. <a target=""_blank"" rel=""noopener noreferrer"" href=""https://archive.org/details/bim_eighteenth-century_the-spirit-of-laws-tran_montesquieu-charles-de-_1792_2"">Internet Archive</a>",
The Spirit of the Laws,Dublin,Ireland,Jones,1792,English,Ireland,,,,
The spirit of the laws,Glasgow,Scotland,"Niven, Duncan and Son, J. & M. Robertson, and J. & W. Shaw",1793,English,Great Britain,,,"Vol. 1. <a target=""_blank"" rel=""noopener noreferrer"" href=""https://archive.org/details/bim_eighteenth-century_the-spirit-of-laws-in-t_montesquieu-charles-de-_1793_1"">Internet Archive</a><br>Vol. 2. <a target=""_blank"" rel=""noopener noreferrer"" href=""https://archive.org/details/bim_eighteenth-century_the-spirit-of-laws-in-t_montesquieu-charles-de-_1793_2"">Internet Archive</a>",
The Spirit of the Laws,Edinburgh,Scotland,Ruddiman,1793,English,Great Britain,,,,
The Spirit of the Laws,London,England,Wingrave,1793,English,Great Britain,,,"<a target=""_blank"" rel=""noopener noreferrer"" href=""https://archive.org/details/bim_eighteenth-century_de-lesprit-des-loix-e_montesquieu-charles-de-_1793"">Internet Archive</a>",
The Spirit of the Laws,London,England,Dodesley and Owen,1794,English,Great Britain,,,"Vol. 1. <a target=""_blank"" rel=""noopener noreferrer"" href=""https://archive.org/details/bim_eighteenth-century_the-spirit-of-laws-tran_montesquieu-charles-de-_1794_1"">Internet Archive</a><br>Vol. 2. <a target=""_blank"" rel=""noopener noreferrer"" href=""https://archive.org/details/bim_eighteenth-century_the-spirit-of-laws-tran_montesquieu-charles-de-_1794_2"">Internet Archive</a>",
The Spirit of the Laws,London,England,"Printed for James Evans. North America: Sold by Messrs. Thomas and Andrews; Ebenezer Larkin, David West, Mr. J. Thomas, and Messrs. Carter and Wilkinson",1794,English,Great Britain,Y,,"<a target=""_blank"" rel=""noopener noreferrer"" href=""https://link.gale.com/apps/doc/CW0124003773/ECCO?u=franche&sid=bookmark-ECCO&xid=c53a15c9&pg=346"">Gale digitised edition</a><br>Vol. 1. <a target=""_blank"" rel=""noopener noreferrer"" href=""https://archive.org/details/bim_eighteenth-century_de-lesprit-des-loix-e_montesquieu-charles-de-_1794_1"">Internet Archive</a><br>Vol. 2. <a target=""_blank"" rel=""noopener noreferrer"" href=""https://archive.org/details/bim_eighteenth-century_de-lesprit-des-loix-e_montesquieu-charles-de-_1794_2"">Internet Archive</a>",
Oeuvres de Monsieur de Montesquieu,Paris,France,Didot l'aîné,1795,French,France,,,,
Oeuvres de Monsieur de Montesquieu,Paris,France,"Plassan, Régent-Bernard, et Grégoire",1796,French,France,,,,
Oeuvres de Monsieur de Montesquieu,Paris,France,Gueffier et Langlois,1796,French,France,,,"Vol. 3. <a target=""_blank"" rel=""noopener noreferrer"" href=""https://archive.org/details/oeuvresdemontes03montgoog"">Internet Archive</a>",
Oeuvres de Monsieur de Montesquieu,Paris,France,Smits,1796,French,France,,,,
Oeuvres de Monsieur de Montesquieu,Paris,France,Favre and Suchesne,1796,French,France,,,,
The Spirit of the Laws,Glasgow,Scotland,Duncan,1797,English,Great Britain,,,,
Oeuvres de Monsieur de Montesquieu,Paris,France,Gide,1797,French,France,,,,
Lo spirito delle leggi,Naples,Italian States,Terres,1798,Italian,Italian States,,,,
Oeuvres de Monsieur de Montesquieu,Basel,Switzerland,Decker,1799,French,Swiss States and Associates,,,,
Des Herrn von Montesquieu sämmtliche Werke,Vienna,Austria,Wien und Bauer,1799,German,Habsburg Monarchy,Y,,"<a target=""_blank"" rel=""noopener noreferrer"" href=""http://resolver.sub.uni-goettingen.de/purl?PPN86884277X"">Edition at uni-goettingen.de</a>",
The Complete Works of Monsieur de Montesquieu,London,England,Vernor and Hood,1800,English,Great Britain,Y,,"<a target=""_blank"" rel=""noopener noreferrer"" href=""https://go-gale-com.scd1.univ-fcomte.fr/ps/retrieve.do?tabID=Monographs&resultListType=RESULT_LIST&searchResultsType=SingleTab&retrievalId=d430c913-42e9-43d1-9a77-7fafe6eeb1fa&hitCount=87&searchType=AdvancedSearchForm&currentPosition=85&docId=GALE%7CCW0119646793&docType=Monograph&sort=Pub+Date+Forward+Chron&contentSegment=ZCEZ&prodId=ECCO&pageNum=5&contentSet=GALE%7CCW0119646793&searchId=R2&userGroupName=franche&inPS=true"">Gale digitised edition</a><br>Vol. 1. <a target=""_blank"" rel=""noopener noreferrer"" href=""https://archive.org/details/bim_eighteenth-century_the-works-of-m-de-secon_montesquieu-charles-de-_1800_1"">Internet Archive</a><br>Vol. 2. <a target=""_blank"" rel=""noopener noreferrer"" href=""https://archive.org/details/bim_eighteenth-century_the-works-of-m-de-secon_montesquieu-charles-de-_1800_2"">Internet Archive</a>",
De l'esprit des lois,Paris,France,Didot,1803,French,France,Y,,"Tome 1. <a target=""_blank"" rel=""noopener noreferrer"" href=""https://digital.ulb.hhu.de/ihd/content/titleinfo/10147025"">Edition at ulb.hhu.de</a><br>Tome 2. <a target=""_blank"" rel=""noopener noreferrer"" href=""https://digital.ulb.hhu.de/ihd/content/titleinfo/10151534"">Edition at ulb.hhu.de</a><br>Tome 3. <a target=""_blank"" rel=""noopener noreferrer"" href=""https://digital.ulb.hhu.de/ihd/content/titleinfo/10151848"">Edition at ulb.hhu.de</a><br>Tome 4. <a target=""_blank"" rel=""noopener noreferrer"" href=""https://digital.ulb.hhu.de/ihd/content/titleinfo/10147340"">Edition at ulb.hhu.de</a><br>Tome 5. <a target=""_blank"" rel=""noopener noreferrer"" href=""https://digital.ulb.hhu.de/ihd/content/titleinfo/10147625"">Edition at ulb.hhu.de</a>",
